componente;i;j;classe;z_m;y_m;T_met_int_C;T_met_est_C;T_met_media_C;dT_spessore_K;p_int_bar;p_est_bar;sZ_membr_MPa;sZ_termico_MPa;sZ_pressione_MPa;punto;r_mm;sigma_R_MPa;sigma_theta_MPa;sigma_Z_MPa;sigma_VM_MPa;sigma_Tresca_MPa;Sy_MPa;utilizzo_pc
TUBI;80;1;0;8.740;-0.6417;331.82;329.20;330.43;2.63;34.658;117.840;7.528;-35.254;42.782;media;17.52;-8.367;-55.107;7.461;56.347;62.568;212.9;26.46
TUBI;80;1;0;8.740;-0.6417;331.82;329.20;330.43;2.63;34.658;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-47.268;11.883;51.566;59.151;212.9;24.22
TUBI;81;1;0;9.115;-0.6417;331.09;328.70;329.83;2.39;34.656;117.840;7.528;-35.254;42.782;interna;16.00;-3.466;-64.394;3.077;64.449;67.470;213.0;30.25
TUBI;81;1;0;9.115;-0.6417;331.09;328.70;329.83;2.39;34.656;117.840;7.528;-35.254;42.782;media;17.52;-8.349;-55.120;7.467;56.369;62.587;213.0;26.46
TUBI;81;1;0;9.115;-0.6417;331.09;328.70;329.83;2.39;34.656;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-47.661;11.491;51.613;59.152;213.0;24.23
TUBI;82;1;0;9.506;-0.6417;330.40;328.24;329.26;2.17;34.654;117.840;7.528;-35.254;42.782;interna;16.00;-3.465;-63.981;3.491;64.276;67.472;213.1;30.16
TUBI;82;1;0;9.506;-0.6417;330.40;328.24;329.26;2.17;34.654;117.840;7.528;-35.254;42.782;media;17.52;-8.332;-55.133;7.473;56.390;62.605;213.1;26.46
TUBI;82;1;0;9.506;-0.6417;330.40;328.24;329.26;2.17;34.654;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-48.031;11.122;51.660;59.153;213.1;24.24
TUBI;83;1;0;9.913;-0.6417;329.76;327.80;328.72;1.96;34.652;117.840;7.528;-35.254;42.782;interna;16.00;-3.465;-63.594;3.879;64.117;67.473;213.3;30.07
TUBI;83;1;0;9.913;-0.6417;329.76;327.80;328.72;1.96;34.652;117.840;7.528;-35.254;42.782;media;17.52;-8.316;-55.145;7.478;56.409;62.622;213.3;26.45
TUBI;83;1;0;9.913;-0.6417;329.76;327.80;328.72;1.96;34.652;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-48.378;10.776;51.707;59.154;213.3;24.25
TUBI;84;1;0;10.337;-0.6417;329.16;327.39;328.22;1.76;34.650;117.840;7.528;-35.254;42.782;interna;16.00;-3.465;-63.232;4.242;63.970;67.474;213.4;29.98
TUBI;84;1;0;10.337;-0.6417;329.16;327.39;328.22;1.76;34.650;117.840;7.528;-35.254;42.782;media;17.52;-8.301;-55.156;7.483;56.427;62.638;213.4;26.45
TUBI;84;1;0;10.337;-0.6417;329.16;327.39;328.22;1.76;34.650;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-48.702;10.453;51.753;59.155;213.4;24.26
TUBI;85;1;0;10.778;-0.6417;328.60;327.01;327.76;1.58;34.648;117.840;7.528;-35.254;42.782;interna;16.00;-3.465;-62.896;4.580;63.834;67.475;213.4;29.91
TUBI;85;1;0;10.778;-0.6417;328.60;327.01;327.76;1.58;34.648;117.840;7.528;-35.254;42.782;media;17.52;-8.287;-55.166;7.487;56.444;62.653;213.4;26.44
TUBI;85;1;0;10.778;-0.6417;328.60;327.01;327.76;1.58;34.648;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-49.004;10.152;51.797;59.156;213.4;24.27
TUBI;86;1;0;11.238;-0.6417;328.08;326.66;327.33;1.41;34.645;117.840;7.528;-35.254;42.782;interna;16.00;-3.465;-62.583;4.893;63.710;67.477;213.5;29.84
TUBI;86;1;0;11.238;-0.6417;328.08;326.66;327.33;1.41;34.645;117.840;7.528;-35.254;42.782;media;17.52;-8.274;-55.176;7.492;56.460;62.668;213.5;26.44
TUBI;86;1;0;11.238;-0.6417;328.08;326.66;327.33;1.41;34.645;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-49.284;9.873;51.840;59.157;213.5;24.28
TUBI;87;1;0;11.716;-0.6417;327.60;326.34;326.93;1.26;34.643;117.840;7.528;-35.254;42.782;interna;16.00;-3.464;-62.295;5.183;63.597;67.478;213.6;29.77
TUBI;87;1;0;11.716;-0.6417;327.60;326.34;326.93;1.26;34.643;117.840;7.528;-35.254;42.782;media;17.52;-8.262;-55.185;7.496;56.475;62.681;213.6;26.44
TUBI;87;1;0;11.716;-0.6417;327.60;326.34;326.93;1.26;34.643;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-49.543;9.615;51.882;59.158;213.6;24.29
TUBI;88;1;0;12.214;-0.6417;327.15;326.04;326.56;1.12;34.640;117.840;7.528;-35.254;42.782;interna;16.00;-3.464;-62.029;5.450;63.494;67.480;213.7;29.71
TUBI;88;1;0;12.214;-0.6417;327.15;326.04;326.56;1.12;34.640;117.840;7.528;-35.254;42.782;media;17.52;-8.251;-55.194;7.499;56.489;62.693;213.7;26.44
TUBI;88;1;0;12.214;-0.6417;327.15;326.04;326.56;1.12;34.640;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-49.782;9.377;51.921;59.160;213.7;24.30
TUBI;89;1;0;12.733;-0.6417;326.74;325.76;326.22;0.98;34.638;117.840;7.528;-35.254;42.782;interna;16.00;-3.464;-61.786;5.695;63.400;67.481;213.8;29.66
TUBI;89;1;0;12.733;-0.6417;326.74;325.76;326.22;0.98;34.638;117.840;7.528;-35.254;42.782;media;17.52;-8.241;-55.202;7.503;56.502;62.704;213.8;26.43
TUBI;89;1;0;12.733;-0.6417;326.74;325.76;326.22;0.98;34.638;117.840;7.528;-35.254;42.782;esterna;19.05;-11.784;-50.001;9.160;51.958;59.161;213.8;24.31
TUBI;0;2;0;0.007;-0.4991;342.54;336.38;339.28;6.16;34.740;117.840;8.166;-34.619;42.785;interna;16.00;-3.474;-71.378;-3.318;67.982;68.060;211.1;32.20
TUBI;0;2;0;0.007;-0.4991;342.54;336.38;339.28;6.16;34.740;117.840;8.166;-34.619;42.785;media;17.52;-8.640;-54.885;8.009;56.442;62.894;211.1;26.73
TUBI;0;2;0;0.007;-0.4991;342.54;336.38;339.28;6.16;34.740;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.360;18.390;51.746;59.750;211.1;24.51
TUBI;1;2;0;0.022;-0.4991;342.52;336.36;339.26;6.16;34.725;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.375;-3.307;67.986;68.068;211.1;32.20
TUBI;1;2;0;0.022;-0.4991;342.52;336.36;339.26;6.16;34.725;117.840;8.166;-34.619;42.785;media;17.52;-8.639;-54.893;8.009;56.450;62.902;211.1;26.73
TUBI;1;2;0;0.022;-0.4991;342.52;336.36;339.26;6.16;34.725;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.377;18.380;51.752;59.757;211.1;24.51
TUBI;2;2;0;0.037;-0.4991;342.50;336.35;339.25;6.15;34.725;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.364;-3.295;67.980;68.069;211.2;32.20
TUBI;2;2;0;0.037;-0.4991;342.50;336.35;339.25;6.15;34.725;117.840;8.166;-34.619;42.785;media;17.52;-8.639;-54.894;8.009;56.451;62.903;211.2;26.73
TUBI;2;2;0;0.037;-0.4991;342.50;336.35;339.25;6.15;34.725;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.388;18.369;51.752;59.757;211.2;24.51
TUBI;3;2;0;0.053;-0.4991;342.48;336.34;339.23;6.14;34.724;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.352;-3.283;67.974;68.069;211.2;32.19
TUBI;3;2;0;0.053;-0.4991;342.48;336.34;339.23;6.14;34.724;117.840;8.166;-34.619;42.785;media;17.52;-8.638;-54.894;8.009;56.452;62.903;211.2;26.73
TUBI;3;2;0;0.053;-0.4991;342.48;336.34;339.23;6.14;34.724;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.399;18.358;51.752;59.757;211.2;24.51
TUBI;4;2;0;0.070;-0.4991;342.33;336.24;339.11;6.10;34.724;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.264;-3.194;67.931;68.069;211.2;32.17
TUBI;4;2;0;0.070;-0.4991;342.33;336.24;339.11;6.10;34.724;117.840;8.166;-34.619;42.785;media;17.52;-8.634;-54.897;8.010;56.456;62.907;211.2;26.73
TUBI;4;2;0;0.070;-0.4991;342.33;336.24;339.11;6.10;34.724;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.478;18.280;51.752;59.758;211.2;24.51
TUBI;5;2;0;0.087;-0.4991;342.21;336.16;339.01;6.06;34.723;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.189;-3.120;67.894;68.069;211.2;32.15
TUBI;5;2;0;0.087;-0.4991;342.21;336.16;339.01;6.06;34.723;117.840;8.166;-34.619;42.785;media;17.52;-8.631;-54.899;8.011;56.460;62.911;211.2;26.73
TUBI;5;2;0;0.087;-0.4991;342.21;336.16;339.01;6.06;34.723;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.545;18.213;51.752;59.758;211.2;24.50
TUBI;6;2;0;0.105;-0.4991;342.11;336.09;338.93;6.02;34.723;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.128;-3.059;67.864;68.070;211.2;32.13
TUBI;6;2;0;0.105;-0.4991;342.11;336.09;338.93;6.02;34.723;117.840;8.166;-34.619;42.785;media;17.52;-8.629;-54.901;8.012;56.463;62.913;211.2;26.73
TUBI;6;2;0;0.105;-0.4991;342.11;336.09;338.93;6.02;34.723;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.599;18.159;51.752;59.758;211.2;24.50
TUBI;7;2;0;0.124;-0.4991;342.02;336.03;338.85;5.99;34.722;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.075;-3.005;67.838;68.070;211.2;32.12
TUBI;7;2;0;0.124;-0.4991;342.02;336.03;338.85;5.99;34.722;117.840;8.166;-34.619;42.785;media;17.52;-8.627;-54.903;8.013;56.466;62.916;211.2;26.73
TUBI;7;2;0;0.124;-0.4991;342.02;336.03;338.85;5.99;34.722;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.647;18.111;51.752;59.758;211.2;24.50
TUBI;8;2;0;0.144;-0.4991;341.94;335.98;338.79;5.97;34.722;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-71.027;-2.957;67.814;68.070;211.2;32.10
TUBI;8;2;0;0.144;-0.4991;341.94;335.98;338.79;5.97;34.722;117.840;8.166;-34.619;42.785;media;17.52;-8.625;-54.904;8.014;56.468;62.918;211.2;26.73
TUBI;8;2;0;0.144;-0.4991;341.94;335.98;338.79;5.97;34.722;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.690;18.068;51.752;59.759;211.2;24.50
TUBI;9;2;0;0.164;-0.4991;341.87;335.93;338.73;5.95;34.721;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-70.984;-2.913;67.793;68.071;211.3;32.09
TUBI;9;2;0;0.164;-0.4991;341.87;335.93;338.73;5.95;34.721;117.840;8.166;-34.619;42.785;media;17.52;-8.623;-54.906;8.014;56.471;62.920;211.3;26.73
TUBI;9;2;0;0.164;-0.4991;341.87;335.93;338.73;5.95;34.721;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.730;18.029;51.753;59.759;211.3;24.50
TUBI;10;2;0;0.185;-0.4991;341.80;335.88;338.67;5.92;34.721;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-70.943;-2.872;67.773;68.071;211.3;32.08
TUBI;10;2;0;0.185;-0.4991;341.80;335.88;338.67;5.92;34.721;117.840;8.166;-34.619;42.785;media;17.52;-8.621;-54.907;8.015;56.473;62.922;211.3;26.73
TUBI;10;2;0;0.185;-0.4991;341.80;335.88;338.67;5.92;34.721;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-41.766;17.993;51.753;59.759;211.3;24.50
TUBI;11;2;0;0.207;-0.4991;431.57;395.51;412.50;36.06;34.717;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-127.102;-59.029;107.250;123.630;196.5;54.58
TUBI;11;2;0;0.207;-0.4991;431.57;395.51;412.50;36.06;34.717;117.840;8.166;-34.619;42.785;media;17.52;-10.920;-53.378;7.246;53.889;60.625;196.5;27.42
TUBI;11;2;0;0.207;-0.4991;431.57;395.51;412.50;36.06;34.717;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;8.228;67.988;71.887;79.772;196.5;36.58
TUBI;12;2;0;0.230;-0.4991;429.76;394.34;411.02;35.42;34.717;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-125.919;-57.846;106.263;122.447;196.8;54.00
TUBI;12;2;0;0.230;-0.4991;429.76;394.34;411.02;35.42;34.717;117.840;8.166;-34.619;42.785;media;17.52;-10.872;-53.411;7.263;53.943;60.673;196.8;27.41
TUBI;12;2;0;0.230;-0.4991;429.76;394.34;411.02;35.42;34.717;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;7.174;66.935;71.160;78.719;196.8;36.16
TUBI;13;2;0;0.254;-0.4991;428.03;393.22;409.61;34.82;34.717;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-124.794;-56.721;105.329;121.322;197.1;53.45
TUBI;13;2;0;0.254;-0.4991;428.03;393.22;409.61;34.82;34.717;117.840;8.166;-34.619;42.785;media;17.52;-10.825;-53.441;7.278;53.994;60.719;197.1;27.40
TUBI;13;2;0;0.254;-0.4991;428.03;393.22;409.61;34.82;34.717;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;6.172;65.933;70.476;77.717;197.1;35.76
TUBI;14;2;0;0.279;-0.4991;426.39;392.14;408.27;34.25;34.717;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-123.728;-55.654;104.447;120.256;197.3;52.93
TUBI;14;2;0;0.279;-0.4991;426.39;392.14;408.27;34.25;34.717;117.840;8.166;-34.619;42.785;media;17.52;-10.782;-53.471;7.293;54.042;60.763;197.3;27.38
TUBI;14;2;0;0.279;-0.4991;426.39;392.14;408.27;34.25;34.717;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;5.223;64.984;69.835;76.768;197.3;35.39
TUBI;15;2;0;0.305;-0.4991;424.79;391.10;406.97;33.69;34.716;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-122.687;-54.614;103.590;119.215;197.6;52.42
TUBI;15;2;0;0.305;-0.4991;424.79;391.10;406.97;33.69;34.716;117.840;8.166;-34.619;42.785;media;17.52;-10.739;-53.499;7.307;54.090;60.806;197.6;27.37
TUBI;15;2;0;0.305;-0.4991;424.79;391.10;406.97;33.69;34.716;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;4.296;64.057;69.217;75.841;197.6;35.03
TUBI;16;2;0;0.332;-0.4991;423.24;390.09;405.70;33.14;34.716;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-121.677;-53.603;102.761;118.205;197.9;51.94
TUBI;16;2;0;0.332;-0.4991;423.24;390.09;405.70;33.14;34.716;117.840;8.166;-34.619;42.785;media;17.52;-10.698;-53.527;7.321;54.136;60.847;197.9;27.36
TUBI;16;2;0;0.332;-0.4991;423.24;390.09;405.70;33.14;34.716;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;3.396;63.158;68.622;74.942;197.9;34.68
TUBI;17;2;0;0.360;-0.4991;421.72;389.10;404.47;32.62;34.716;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-120.701;-52.627;101.963;117.229;198.1;51.47
TUBI;17;2;0;0.360;-0.4991;421.72;389.10;404.47;32.62;34.716;117.840;8.166;-34.619;42.785;media;17.52;-10.658;-53.554;7.334;54.180;60.888;198.1;27.35
TUBI;17;2;0;0.360;-0.4991;421.72;389.10;404.47;32.62;34.716;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;2.527;62.289;68.055;74.073;198.1;34.35
TUBI;18;2;0;0.390;-0.4991;420.23;388.13;403.25;32.10;34.716;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-119.733;-51.659;101.175;116.262;198.3;51.01
TUBI;18;2;0;0.390;-0.4991;420.23;388.13;403.25;32.10;34.716;117.840;8.166;-34.619;42.785;media;17.52;-10.618;-53.580;7.347;54.225;60.927;198.3;27.34
TUBI;18;2;0;0.390;-0.4991;420.23;388.13;403.25;32.10;34.716;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;1.666;61.427;67.499;73.211;198.3;34.03
TUBI;19;2;0;0.420;-0.4991;418.77;387.17;402.05;31.59;34.715;117.840;8.166;-34.619;42.785;interna;16.00;-3.472;-118.791;-50.717;100.411;115.319;198.6;50.56
TUBI;19;2;0;0.420;-0.4991;418.77;387.17;402.05;31.59;34.715;117.840;8.166;-34.619;42.785;media;17.52;-10.580;-53.606;7.360;54.268;60.966;198.6;27.33
TUBI;19;2;0;0.420;-0.4991;418.77;387.17;402.05;31.59;34.715;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;0.826;60.588;66.963;72.372;198.6;33.72
TUBI;20;2;0;0.452;-0.4991;417.32;386.22;400.87;31.09;34.715;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-117.859;-49.785;99.658;114.388;198.8;50.12
TUBI;20;2;0;0.452;-0.4991;417.32;386.22;400.87;31.09;34.715;117.840;8.166;-34.619;42.785;media;17.52;-10.541;-53.632;7.373;54.310;61.004;198.8;27.32
TUBI;20;2;0;0.452;-0.4991;417.32;386.22;400.87;31.09;34.715;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-0.004;59.758;66.440;71.542;198.8;33.42
TUBI;21;2;0;0.485;-0.4991;415.88;385.28;399.69;30.59;34.715;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-116.925;-48.851;98.907;113.454;199.1;49.69
TUBI;21;2;0;0.485;-0.4991;415.88;385.28;399.69;30.59;34.715;117.840;8.166;-34.619;42.785;media;17.52;-10.503;-53.657;7.386;54.353;61.043;199.1;27.30
TUBI;21;2;0;0.485;-0.4991;415.88;385.28;399.69;30.59;34.715;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-0.835;58.927;65.922;70.711;199.1;33.12
TUBI;22;2;0;0.520;-0.4991;414.44;384.34;398.52;30.10;34.714;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-116.007;-47.933;98.172;112.536;199.3;49.26
TUBI;22;2;0;0.520;-0.4991;414.44;384.34;398.52;30.10;34.714;117.840;8.166;-34.619;42.785;media;17.52;-10.466;-53.682;7.398;54.395;61.081;199.3;27.29
TUBI;22;2;0;0.520;-0.4991;414.44;384.34;398.52;30.10;34.714;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-1.653;58.109;65.419;69.893;199.3;32.82
TUBI;23;2;0;0.556;-0.4991;413.01;383.41;397.35;29.60;34.714;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-115.083;-47.008;97.434;111.612;199.5;48.83
TUBI;23;2;0;0.556;-0.4991;413.01;383.41;397.35;29.60;34.714;117.840;8.166;-34.619;42.785;media;17.52;-10.428;-53.708;7.411;54.437;61.119;199.5;27.28
TUBI;23;2;0;0.556;-0.4991;413.01;383.41;397.35;29.60;34.714;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-2.476;57.286;64.919;69.070;199.5;32.54
TUBI;24;2;0;0.593;-0.4991;411.58;382.47;396.18;29.11;34.714;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-114.170;-46.095;96.709;110.699;199.8;48.41
TUBI;24;2;0;0.593;-0.4991;411.58;382.47;396.18;29.11;34.714;117.840;8.166;-34.619;42.785;media;17.52;-10.390;-53.733;7.423;54.479;61.156;199.8;27.27
TUBI;24;2;0;0.593;-0.4991;411.58;382.47;396.18;29.11;34.714;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-3.289;56.473;64.431;68.257;199.8;32.25
TUBI;25;2;0;0.632;-0.4991;410.15;381.53;395.01;28.62;34.713;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-113.257;-45.182;95.987;109.786;200.0;47.99
TUBI;25;2;0;0.632;-0.4991;410.15;381.53;395.01;28.62;34.713;117.840;8.166;-34.619;42.785;media;17.52;-10.353;-53.758;7.436;54.521;61.194;200.0;27.26
TUBI;25;2;0;0.632;-0.4991;410.15;381.53;395.01;28.62;34.713;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-4.102;55.660;63.951;67.444;200.0;31.98
TUBI;26;2;0;0.672;-0.4991;408.71;380.59;393.83;28.13;34.713;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-112.334;-44.258;95.260;108.862;200.2;47.57
TUBI;26;2;0;0.672;-0.4991;408.71;380.59;393.83;28.13;34.713;117.840;8.166;-34.619;42.785;media;17.52;-10.315;-53.783;7.448;54.564;61.232;200.2;27.25
TUBI;26;2;0;0.672;-0.4991;408.71;380.59;393.83;28.13;34.713;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-4.925;54.838;63.471;66.622;200.2;31.70
TUBI;27;2;0;0.715;-0.4991;407.27;379.64;392.65;27.64;34.712;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-111.417;-43.341;94.542;107.946;200.5;47.16
TUBI;27;2;0;0.715;-0.4991;407.27;379.64;392.65;27.64;34.712;117.840;8.166;-34.619;42.785;media;17.52;-10.278;-53.808;7.461;54.606;61.269;200.5;27.24
TUBI;27;2;0;0.715;-0.4991;407.27;379.64;392.65;27.64;34.712;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-5.741;54.022;63.002;65.806;200.5;31.43
TUBI;28;2;0;0.759;-0.4991;405.83;378.68;391.47;27.14;34.712;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-110.497;-42.421;93.824;107.026;200.7;46.75
TUBI;28;2;0;0.759;-0.4991;405.83;378.68;391.47;27.14;34.712;117.840;8.166;-34.619;42.785;media;17.52;-10.240;-53.834;7.474;54.648;61.307;200.7;27.23
TUBI;28;2;0;0.759;-0.4991;405.83;378.68;391.47;27.14;34.712;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-6.561;53.203;62.539;64.987;200.7;31.16
TUBI;29;2;0;0.804;-0.4991;404.36;377.72;390.27;26.64;34.712;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-109.564;-41.488;93.100;106.093;200.9;46.33
TUBI;29;2;0;0.804;-0.4991;404.36;377.72;390.27;26.64;34.712;117.840;8.166;-34.619;42.785;media;17.52;-10.202;-53.859;7.486;54.691;61.346;200.9;27.22
TUBI;29;2;0;0.804;-0.4991;404.36;377.72;390.27;26.64;34.712;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-7.392;52.371;62.076;64.155;200.9;30.89
TUBI;30;2;0;0.852;-0.4991;402.90;376.75;389.07;26.14;34.711;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-108.635;-40.558;92.383;105.164;201.2;45.92
TUBI;30;2;0;0.852;-0.4991;402.90;376.75;389.07;26.14;34.711;117.840;8.166;-34.619;42.785;media;17.52;-10.164;-53.885;7.499;54.734;61.384;201.2;27.21
TUBI;30;2;0;0.852;-0.4991;402.90;376.75;389.07;26.14;34.711;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-8.220;51.544;61.623;63.328;201.2;30.63
TUBI;31;2;0;0.902;-0.4991;401.42;375.78;387.85;25.64;34.711;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-107.691;-39.615;91.659;104.220;201.4;45.50
TUBI;31;2;0;0.902;-0.4991;401.42;375.78;387.85;25.64;34.711;117.840;8.166;-34.619;42.785;media;17.52;-10.125;-53.911;7.512;54.777;61.423;201.4;27.19
TUBI;31;2;0;0.902;-0.4991;401.42;375.78;387.85;25.64;34.711;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-9.060;50.704;61.171;62.488;201.4;30.37
TUBI;32;2;0;0.953;-0.4991;399.93;374.79;386.63;25.13;34.710;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-106.751;-38.674;90.941;103.280;201.7;45.09
TUBI;32;2;0;0.953;-0.4991;399.93;374.79;386.63;25.13;34.710;117.840;8.166;-34.619;42.785;media;17.52;-10.086;-53.937;7.525;54.820;61.462;201.7;27.18
TUBI;32;2;0;0.953;-0.4991;399.93;374.79;386.63;25.13;34.710;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-9.898;49.866;60.729;61.650;201.7;30.11
TUBI;33;2;0;1.007;-0.4991;398.42;373.80;385.40;24.62;34.710;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-105.796;-37.718;90.216;102.325;201.9;44.68
TUBI;33;2;0;1.007;-0.4991;398.42;373.80;385.40;24.62;34.710;117.840;8.166;-34.619;42.785;media;17.52;-10.047;-53.963;7.538;54.865;61.501;201.9;27.17
TUBI;33;2;0;1.007;-0.4991;398.42;373.80;385.40;24.62;34.710;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-10.749;49.016;60.289;60.800;201.9;29.86
TUBI;34;2;0;1.063;-0.4991;396.91;372.80;384.15;24.11;34.709;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-104.842;-36.765;89.496;101.372;202.2;44.27
TUBI;34;2;0;1.063;-0.4991;396.91;372.80;384.15;24.11;34.709;117.840;8.166;-34.619;42.785;media;17.52;-10.008;-53.989;7.551;54.909;61.540;202.2;27.16
TUBI;34;2;0;1.063;-0.4991;396.91;372.80;384.15;24.11;34.709;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-11.598;48.167;59.858;59.951;202.2;29.61
TUBI;35;2;0;1.122;-0.4991;395.37;371.79;382.90;23.59;34.709;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-103.875;-35.797;88.771;100.404;202.4;43.85
TUBI;35;2;0;1.122;-0.4991;395.37;371.79;382.90;23.59;34.709;117.840;8.166;-34.619;42.785;media;17.52;-9.968;-54.016;7.564;54.953;61.580;202.4;27.15
TUBI;35;2;0;1.122;-0.4991;395.37;371.79;382.90;23.59;34.709;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-12.460;47.305;59.430;59.765;202.4;29.36
TUBI;36;2;0;1.182;-0.4991;393.83;370.76;381.63;23.07;34.708;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-102.908;-34.830;88.051;99.437;202.7;43.44
TUBI;36;2;0;1.182;-0.4991;393.83;370.76;381.63;23.07;34.708;117.840;8.166;-34.619;42.785;media;17.52;-9.929;-54.043;7.577;54.998;61.620;202.7;27.14
TUBI;36;2;0;1.182;-0.4991;393.83;370.76;381.63;23.07;34.708;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-13.321;46.444;59.012;59.765;202.7;29.12
TUBI;37;2;0;1.246;-0.4991;392.38;369.80;380.43;22.58;34.708;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-101.990;-33.911;87.371;98.519;202.9;43.06
TUBI;37;2;0;1.246;-0.4991;392.38;369.80;380.43;22.58;34.708;117.840;8.166;-34.619;42.785;media;17.52;-9.891;-54.068;7.590;55.040;61.658;202.9;27.13
TUBI;37;2;0;1.246;-0.4991;392.38;369.80;380.43;22.58;34.708;117.840;8.166;-34.619;42.785;esterna;19.05;-11.784;-14.139;45.626;58.623;59.765;202.9;28.89
TUBI;38;2;0;1.311;-0.4991;390.81;368.76;379.15;22.05;34.707;117.840;8.166;-34.619;42.785;interna;16.00;-3.471;-101.010;-32.931;86.651;97.540;203.2;42.65
TUBI;38;2;0;1.311;-0.4991;390.81;368.76;379.15;22.05;34.707;117.840;8.166;-34.619;42.785;media;17.52;-9.851;-54.095;7.603;55.086;61.699;203.2;27.11
